ingredient_id,ingredient_name_en,ingredient_name_fr,co2_per_kg,water_L_per_kg,energy_MJ_per_kg
ingredient:mixed_fruits_juice_orange_based_multivitamin,"Mixed fruits juice, orange based, multivitamin","Jus multifruit - base orange, multivitaminé",1.5933172149821,0.5118881632000001,13.5
ingredient:fruit_juice_mixed_apple_base_standard,"Fruit juice, mixed - apple base, standard","Jus multifruit - base pomme, standard",1.4804683153040998,0.4860044682,13.0
ingredient:mixed_fruits_juice_reconstituted_from_a_concentrate_multivitamin,"Mixed fruits juice, reconstituted from a concentrate, multivitamin","Jus multifruit, à base de concentré, standard",1.7634104704634996,8.98230897175,14.5
ingredient:mixed_fruits_juice_pure_juice_multivitamin,"Mixed fruits juice, pure juice, multivitamin","Jus multifruit, pur jus, multivitaminé",1.7634104704634996,8.98230897175,14.5
ingredient:mixed_fruits_juice_pure_juice,"Mixed fruits juice, pure juice","Jus multifruit, pur jus, standard",1.7634104704634996,8.98230897175,14.5
ingredient:coconut_milk_or_coconut_cream,Coconut milk or coconut cream,Lait de coco ou Crème de coco,1.3639105735308998,0.8712707374,12.6
ingredient:lemonade_without_sugar_with_artificial_sweetener,"Lemonade, without sugar, with artificial sweetener(s)","Limonade, non sucrée, avec édulcorants",0.9864995106636,0.3060451781,10.4
ingredient:lemonade_with_sugar,"Lemonade, with sugar","Limonade, sucrée",0.9864995106636,0.3060451781,10.4
ingredient:lemonade_with_sugar_and_artificial_sweetener,"Lemonade, with sugar and artificial sweetener(s)","Limonade, sucrée, avec édulcorants",0.9864995106636,0.3060451781,10.4
ingredient:apricot_nectar,Apricot nectar,Nectar d'abricot,1.1243253790118002,1.1338403247,10.8
ingredient:banana_nectar,Banana nectar,Nectar de banane,1.2150243501178002,0.7868572936,10.3
ingredient:mango_nectar,Mango nectar,Nectar de mangue,1.3137876535031,0.6988396612,11.3
ingredient:peach_nectar,Peach nectar,Nectar de pêche,1.1587649296698002,7.526383393000001,11.7
ingredient:pear_nectar,Pear nectar,Nectar de poire,0.9707296545478,0.8531773103000001,10.6
ingredient:orange_nectar,Orange nectar,Nectar d'orange,1.3865059875881,0.4935453261999999,11.8
ingredient:mixed_fruits_nectar_multivitamin,"Mixed fruits nectar, multivitamin","Nectar multifruit, multivitaminé",1.7768546159744998,8.98476416675,14.6
ingredient:mixed_fruits_nectar,Mixed fruits nectar,"Nectar multifruit, standard",1.7768546159744998,8.98476416675,14.6
ingredient:syrup_with_sugar,"Syrup, with sugar (to be diluted)","Sirop à diluer, sucré",1.6657846765759,1.4380917028480005,11.5
ingredient:smoothie,Smoothie,Smoothie,1.4759824455558996,0.7288292115000001,21.4
ingredient:tea_brewed_without_sugar,"Tea, brewed, without sugar","Thé infusé, non sucré",0.0872112688767059,0.776223085156,1.75
ingredient:black_tea_brewed_without_sugar,"Black tea, brewed, without sugar","Thé noir, infusé, non sucré",0.0871154542175139,0.774801556211,1.75
ingredient:oolong_tea_brewed_without_sugar,"Oolong tea, brewed, without sugar","Thé oolong, infusé, non sucré",0.0871154542175139,0.774801556211,1.75
ingredient:green_tea_brewed_without_sugar,"Green tea, brewed, without sugar","Thé vert, infusé, non sucré",0.0871154542175139,0.774801556211,1.75
ingredient:infusion_brewed_without_sugar,"Infusion, brewed, without sugar","Tisane infusée, non sucrée",0.0871154542175139,0.774801556211,1.75
ingredient:tonic_drink_without_sugar_with_artificial_sweetener,"Tonic drink, without sugar, with artificial sweetener(s)","Tonic ou bitter, non sucré, avec édulcorants",0.9866677883057002,0.3074556754999999,10.4
ingredient:tonic_drink_with_sugar,"Tonic drink, with sugar","Tonic ou bitter, sucré",0.9866677883057002,0.3074556754999999,10.4
ingredient:tonic_drink_with_sugar_and_artificial_sweetener,"Tonic drink, with sugar and artificial sweetener(s)","Tonic ou bitter, sucré, avec édulcorants",0.9866677883057002,0.3074556754999999,10.4
ingredient:grapeseed_oil,Grapeseed oil,Huile de pépins de raisin,3.6197137722717,0.2160256479,32.9
ingredient:water_bottled,"Water, bottled",Eau embouteillée de source,0.64154704067094,0.09860888091,6.96
ingredient:meat_poultry_or_fish_fritters_homemade,"Meat, poultry or fish fritters, home-made","Beignet de viande, volaille ou poisson, fait maison",7.751562990944,1.5030585703,59.1
ingredient:volauvent_with_meatpoultryquenelle,"Vol-au-vent, with meat/poultry/quenelle","Bouchée à la reine, à la viande/volaille/quenelle",9.43154047618,11.935497698,70.8
ingredient:volauvent_with_fish_and_seafood,Vol-au-vent with fish and seafood,"Bouchée à la reine, au poisson et fruits de mer",17.60831292436,0.7229118099999999,137.0
ingredient:fritter_filled_with_potatoes,"Fritter, filled with potatoes (filo pastry)",Brick à la pomme de terre,6.212617087177,7.042021899300002,55.3
ingredient:fritter_filled_with_eggs,"Fritter, filled with eggs (filo pastry)",Brick à l'oeuf,6.212617087177,7.042021899300002,55.3
ingredient:fritter_filled_with_beef,"Fritter, filled with beef (filo pastry)",Brick au boeuf,6.212617087177,7.042021899300002,55.3
ingredient:fritter_filled,"Fritter, filled (filo pastry) (garnish : shrimps, vegetables, poultry, meat, etc.)","Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",6.212617087177,7.042021899300002,55.3
ingredient:savoury_cake,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)","Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",8.253577644010997,3.2550036583,60.5
ingredient:croissant_filled_with_ham,Croissant filled with ham,Croissant au jambon,9.096539904783995,1.1787156423,60.8
ingredient:croissant_filled_with_ham_and_cheese,Croissant filled with ham and cheese,Croissant au jambon fromage,9.096539904783995,1.1787156423,60.8
ingredient:fish_or_seafood_in_puff_pastry,Fish or seafood in puff pastry,Feuilleté au poisson et / ou fruits de mer,9.376049329796,0.8992969063,68.0
ingredient:snails_in_puff_pastry,Snails in puff pastry,Feuilleté aux escargots,7.734578157126999,0.7152022232999999,47.5
ingredient:meat_in_puff_pastry,Meat in puff pastry,Feuilleté ou Friand à la viande,28.718030863486007,1.5138820503,69.9
ingredient:cheese_in_puff_pastry,Cheese in puff pastry,Feuilleté ou Friand au fromage,8.723031806354996,0.7407883492999999,49.9
ingredient:ham_and_cheese_in_puffed_pastry,Ham and cheese in puffed pastry,Feuilleté ou Friand jambon fromage,11.576838426497998,1.2498443893,64.0
ingredient:egg_roll_or_nem,Egg roll or Nem,Nem ou Pâté impérial,5.831607747452001,6.919978946300001,51.9
ingredient:egg_roll_or_nem_with_pork_cooked,"Egg roll or Nem, with pork, cooked","Nem ou Pâté impérial, au porc, cuit",5.831607747452001,6.919978946300001,51.9
ingredient:egg_roll_or_nem_with_chicken_cooked,"Egg roll or Nem, with chicken, cooked","Nem ou Pâté impérial, au poulet, cuit",5.831607747452001,6.919978946300001,51.9
ingredient:egg_roll_or_nem_with_shrimp_andor_crab_cooked,"Egg roll or Nem, with shrimp and/or crab, cooked","Nem ou Pâté impérial, aux crevettes et/ou au crabe, cuit",5.831607747452001,6.919978946300001,51.9
ingredient:spring_roll,Spring roll,Rouleau de printemps,5.73436191752,15.940944847,54.3
ingredient:beef_samosas_or_samoosas,Beef samosas or samoosas,Samossas ou Samoussas,49.68318782720899,3.1841303473,87.6
ingredient:chinese_specialty_or_dumplings,Chinese specialty or dumplings,"Spécialité chinoise ou bouchées à la vapeur, cuite",22.75867015437601,95.03224675230004,151.0
ingredient:burritos,Burritos,Burritos,17.420722298255008,1.2380215183,55.7
ingredient:crepe_or_buckwheat_crepe_filled_with_scallops,"Crepe or buckwheat crepe, filled with scallops",Crêpe ou Galette aux noix de St Jacques,10.761355686411,0.6163510423,77.0
ingredient:crepe_or_buckwheat_crepe_filled_with_egg_ham_and_cheese,"Crepe or buckwheat crepe, filled with egg, ham and cheese","Crêpe ou Galette complète (œuf, jambon, fromage)",7.639611073665,1.0216184913000002,54.4
ingredient:crepe_or_buckwheat_crepe_filled_with_fish_andor_seafood,"Crepe or buckwheat crepe, filled with fish and/or seafood",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,6.177726068161001,0.6811665563,53.1
ingredient:crepe_or_buckwheat_crepe_filled_with_mushrooms_and_bechamel_sauce,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",Crêpe ou Galette fourrée béchamel champignon,7.334904300543999,19.8919763113,63.1
ingredient:crepe_or_buckwheat_crepe_filled_with_mushrooms_and_bechamel_sauce_cooked,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked","Crêpe ou Galette fourrée béchamel champignon, cuite",8.612186737945999,1.1142306523,58.4
ingredient:crepe_or_buckwheat_crepe_filled_with_cheese_and_bechamel_sauce,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",Crêpe ou Galette fourrée béchamel fromage,5.392766264524001,0.5092850523,42.1
ingredient:crepe_filled_with_ham,"Crepe, filled with ham",Crêpe ou Galette fourrée béchamel jambon,8.612186737945999,1.1142306523,58.4
ingredient:crepe_or_buckwheat_crepe_filled_with_cheese_ham_and_bechamel_sauce,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",Crêpe ou Galette fourrée béchamel jambon fromage,8.612186737945999,1.1142306523,58.4
ingredient:crepe_or_buckwheat_crepe_filled_with_cheese_ham_mushrooms_and_bechamel_sauce,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",Crêpe ou Galette fourrée béchamel jambon fromage champignon,9.307257647964,9.939146565300002,65.4
ingredient:fajitas,Fajitas,Fajitas,4.738820416599,1.3535630663000002,48.4
ingredient:ham_and_mushroom_pancake_in_cheese_sauce,Ham and mushroom pancake in cheese sauce,Ficelle picarde,11.04935941315,1.7865715443,70.3
ingredient:flamed_tart,Flamed tart (thin-crusted onion tart with cream and lardoons),Flammenkueche ou Tarte flambée aux lardons,5.870327625818001,1.0311718023,51.0
ingredient:pastilla_filled_with_chicken,"Pastilla, filled with chicken (pie)",Pastilla au poulet,7.142411266694,5.124985866300001,57.2
ingredient:pizza_onion_anchovy_and_black_olives,"Pizza, onion anchovy and black olives",Pissaladière,4.117739466246,0.9625455333,41.3
ingredient:pizza_four_cheeses,"Pizza, four cheeses",Pizza 4 fromages,7.198036903526002,0.8189346812999999,45.6
ingredient:pizza_bolognesestyle_w_meat,"Pizza, bolognese-style w meat","Pizza à la viande, type bolognaise",15.844595835897,0.9542232873,51.1
ingredient:pizza_goat_cheese_and_lardoons,"Pizza, goat cheese and lardoons",Pizza au chèvre et lardons,7.820339615976,1.3735837652999998,53.9
ingredient:pizza_chorizo_or_salami,"Pizza, chorizo or salami",Pizza au chorizo ou salami,5.738797781956001,0.8604501013,49.7
ingredient:pizza_cheese_and_tomato_or_margherita_pizza,"Pizza, cheese and tomato or Margherita pizza",Pizza au fromage ou Pizza margherita,3.646954324338,1.2278002663,39.1
ingredient:pizza_chicken,"Pizza, chicken",Pizza au poulet,5.724939828281001,1.9328867093,47.3
ingredient:pizza_salmon,"Pizza, salmon",Pizza au saumon,5.3829973807360005,1.1474202103,47.4
ingredient:pizza_cured_ham,"Pizza, cured ham",Pizza au speck ou jambon cru,6.451658558908001,1.9032775843,51.1
ingredient:pizza_tuna,"Pizza, tuna",Pizza au thon,5.3829973807360005,1.1474202103,47.4
ingredient:pizza_seafood,"Pizza, seafood",Pizza aux fruits de mer,5.3829973807360005,1.1474202103,47.4
ingredient:pizza_lardoons_onions_and_cheese,"Pizza, lardoons onions and cheese","Pizza aux lardons, oignons et fromage",7.820339615976,1.3735837652999998,53.9
ingredient:pizza_vegetables_or_pizza_seasons,"Pizza, vegetables or pizza 4 seasons",Pizza aux légumes ou Pizza 4 saisons,6.808616297738,5.5565919353,52.7
ingredient:pizza_cheese_and_mushrooms,"Pizza, cheese and mushrooms",Pizza champignons fromage,6.743487335954001,17.358919767300005,58.4
ingredient:pizza_ham_and_cheese,"Pizza, ham and cheese",Pizza jambon fromage,6.451658558908001,1.9032775843,51.1
ingredient:pizza_ham_cheese_and_mushrooms,"Pizza, ham cheese and mushrooms","Pizza jambon fromage champignons ou pizza royale, reine ou regina",6.855025348096,8.089004021300001,55.3
ingredient:pizza_kebab,"Pizza, kebab",Pizza kebab,6.451658558908001,1.9032775843,51.1
ingredient:pizza_with_raclette_or_tartiflette_cheese_and_lardoons,Pizza with raclette or tartiflette cheese and lardoons,Pizza type raclette ou tartiflette,7.820339615976,1.3735837652999998,53.9
ingredient:quiche_lorraine,Quiche Lorraine (eggs and lardoons quiche),Quiche lorraine,9.124917649861,1.0793072392999998,58.1
ingredient:provencalstyle_tart,Provencal-style tart,Tarte à la provençale,5.068414333990001,0.6231895933,43.7
ingredient:tomato_tart,Tomato tart,Tarte à la tomate,5.084037587324,0.6246752719999998,43.7
ingredient:onion_tart,Onion tart,Tarte à l'oignon,5.591659955780001,0.7688802353,44.9
ingredient:cheese_tart,Cheese tart,Tarte au fromage,7.013545534703002,0.6131520202999999,47.5
ingredient:maroilles_cheese_tart_or_maroilles_cheese_flamiche,Maroilles cheese tart or maroilles cheese flamiche,Tarte au maroilles ou Flamiche au maroilles,8.363361681140999,0.6683931613,49.9
ingredient:salmon_tart,Salmon tart,Tarte au saumon,6.944851905826001,0.7286239613,55.1
ingredient:vegetables_tart,Vegetables tart,Tarte aux légumes,5.084037587324,0.6246752719999998,43.7
ingredient:scallops_tart,Scallops tart,Tarte aux noix de Saint-Jacques,9.512094072555998,6.706272823300001,69.8
ingredient:goat_cheese_and_spinach_tart,Goat cheese and spinach tart,Tarte épinard chèvre,8.363361681140999,0.6683931613,49.9
ingredient:leek_tart_or_pie,Leek tart or pie,Tarte ou Tourte aux poireaux,5.783992950061003,0.6455891843,46.1
ingredient:squid_and_spicy_tomato_sauce_pie,Squid and spicy tomato sauce pie,Tielle sétoise,6.141353165450001,2.1686390190000004,61.9
ingredient:riesling_wine_and_pork_pie,Riesling wine and pork pie,Tourte au riesling,24.209638093823003,3.9234101613,68.9
ingredient:mashed_potatoes_w_fresh_tome_cheese,Mashed potatoes w fresh tome cheese,Aligot (purée de pomme de terre à la tomme fraîche),7.828486118205001,0.7299126765000001,42.7
ingredient:vegetable_fritters,Vegetable fritters,Beignet de légumes,3.149674831547,3.9615700672,33.5
ingredient:veal_stew_in_white_sauce,Veal stew in white sauce,Blanquette de veau,38.98220610198699,9.191071011,122.0
ingredient:durum_wheat_precooked_cooked_in_a_microwaveable_bag,"Durum wheat, pre-cooked, cooked, in a microwaveable bag","Blé dur précuit cuisiné, en sachet micro-ondable",1.114605894895068,0.2707519299,7.04
ingredient:durum_wheat_precooked_whole_grain_cooked_to_panfry,"Durum wheat pre-cooked, whole grain, cooked, to pan-fry","Blé dur précuit, grains entiers, cuisiné, à poêler",1.1155563684005998,0.26871993754,5.8
ingredient:beef_stew_with_carrots,Beef stew with carrots,Boeuf aux carottes,46.11022422850199,7.515102162500001,72.3
ingredient:burgundystyle_beef_stew,Burgundy-style beef stew,Boeuf bourguignon,50.17811375811699,7.911565703500001,75.3
ingredient:meat_balls_beef_with_tomato_sauce,"Meat balls, beef, with tomato sauce","Boulettes au bœuf, à la sauce tomate",24.558696266317,2.1950910675000004,52.0
ingredient:fish_on_skewer,Fish on skewer,Brochette de poisson,29.338242023404547,0.5659454895,204.0
ingredient:duck_with_sauce,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)","Canard en sauce (poivre vert, chasseur, etc.)",2.525279381229,0.8602791125000001,32.0
ingredient:white_bean_stew_with_duck_or_goose_canned,"White bean stew, with duck or goose, canned","Cassoulet au canard ou oie, appertisé",1.3879884226597,0.6707747122000002,15.0
ingredient:white_bean_stew_with_pork_canned,"White bean stew, with pork, canned","Cassoulet au porc, appertisé",4.263500984957699,1.1468318382000002,25.0
ingredient:white_bean_stew_canned,"White bean stew, canned","Cassoulet, appertisé",1.2021903569637,0.7193394894000001,13.3
ingredient:chili_con_carne,Chili con carne,Chili con carne,39.206115749187006,1.9075164285,67.8
ingredient:stuffed_cabbage,Stuffed cabbage,Chou farci,7.0044373570210015,1.0416467522,44.2
ingredient:sauerkraut_with_garnish,"Sauerkraut, with garnish",Choucroute garnie,4.480459969083,0.8733923685,41.6
ingredient:sauerkraut_without_garnish_drained_cooked,"Sauerkraut, without garnish, drained, cooked","Choucroute, sans garniture, égouttée",2.825950128706,0.7694692275,32.2
ingredient:cockerel_in_red_wine_sauce,Cockerel in red wine sauce,Coq au vin,12.826585905552996,9.8807779285,72.5
ingredient:couscous_w_meat,Couscous w meat,Couscous à la viande,7.696007752947001,1.3446114995,40.8
ingredient:couscous_with_meat_or_chicken_light,"Couscous with meat or chicken, light","Couscous à la viande ou au poulet, allégé",5.569039873754999,1.4031395965,42.3
ingredient:couscous_w_mutton,Couscous w mutton,Couscous au mouton,28.71723220387101,2.8213758125,54.2
ingredient:couscous_w_fish,Couscous w fish,Couscous au poisson,9.485361602003,0.7535876165000001,76.0
ingredient:couscous_w_chicken,Couscous w chicken,Couscous au poulet,5.170679380171,1.3213542025,40.7
ingredient:couscous_with_vegetables,Couscous with vegetables,Couscous de légumes,3.4316138824600007,0.9335172025,37.4
ingredient:couscous_royal,Couscous royal (with different meats),Couscous royal (avec plusieurs viandes),7.696007752947001,1.3446114995,40.8
ingredient:chicory_w_ham,Chicory w ham,Endive au jambon,7.7576066391220015,0.9955614075,53.7
ingredient:spinach_w_cream_sauce,Spinach w cream sauce,Épinards à la crème,4.764193401591001,0.5740900642,32.9
ingredient:falafel_prepacked,"Falafel, prepacked","Falafel ou Boulette de pois-chiche et/ou fève, préemballé",2.8759070696910003,1.724787887,35.6
ingredient:vegetable_flan,Vegetable flan,Flan de légumes,4.249306083579,2.0106202492000005,34.9
ingredient:savoystyle_fondue,Savoy-style fondue (cheese wine and bread),"Fondue savoyarde (fromages, vin, pain)",9.272597592595996,0.8867743255,46.7
ingredient:cheese_and_ham_breaded,"Cheese and ham, breaded",Fromage pané au jambon,11.960157650080998,0.9774740395000002,51.5
ingredient:small_cheese_choupastry_puff,Small cheese chou-pastry puff,Gougère,7.583485983602001,0.8181127665000001,43.8
ingredient:eggplant_au_gratin,Eggplant au gratin (oven grilled),Gratin d'aubergine,3.862921242061999,0.6901174175,32.7
ingredient:dauphinestyle_creamed_potatoes_au_gratin,"""Dauphiné-style creamed potatoes """"au gratin""""""",Gratin dauphinois,4.005649292487001,0.4575691544999999,32.3
ingredient:cauliflower_au_gratin,Cauliflower au gratin (oven grilled),Gratin de chou-fleur,3.817213780927,0.3508967545,31.6
ingredient:vegetables_au_gratin,Vegetables au gratin (oven grilled),Gratin de légumes,3.8769591838,0.6913912662,32.7
ingredient:vegetables_au_gratin_in_bechamel_sauce,Vegetables au gratin (oven grilled) in bechamel sauce,"Gratin de légumes en sauce blanche type béchamel, cuit",3.827281108414999,0.3518930742,31.6
ingredient:pasta_au_gratin,Pasta au gratin (oven grilled),Gratin de pâtes,7.209135205162003,1.0260152925,46.3
ingredient:fish_brandade_or_fish_shepherds_pie,Fish brandade or fish shepherd's pie,Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson,19.212479479133,0.9238626975,134.0
ingredient:fish_or_seafood_au_gratin_intended_to_be_cook,"Fish or seafood au gratin, intended to be cook","Gratin ou cassolette de poisson et / ou fruits de mer, à cuire",19.107429265753005,0.5793965425000001,127.0
ingredient:fish_and_shrimp_au_gratin_previously_frozen,"Fish and shrimp 'au gratin', previously frozen","Gratin ou cassolette de poisson et / ou fruits de mer, cuit",19.882535431307,0.785091325,142.0
ingredient:shepherds_pie_or_cottage_pie_with_meat,Shepherd's pie or cottage pie with meat,Hachis Parmentier à la viande,24.07015084764801,1.2506159725,51.6
ingredient:haricot_beans_with_tomato_sauce_canned,"Haricot beans with tomato sauce, canned","Haricots blancs à la sauce tomate, appertisés",1.4884676799559995,0.998522555,15.0
ingredient:rabbit_with_mustard_sauce,Rabbit with mustard sauce,Lapin à la moutarde,9.197335485494996,2.0496010255,47.4
ingredient:lasagna_or_cannelloni_with_vegetables_and_goat_cheese_cooked,"Lasagna or cannelloni with vegetables and goat cheese, cooked","Lasagnes ou canelloni aux légumes et au fromage de chèvre, cuits",6.446650600808001,6.4635105395,48.0
ingredient:lasagna_or_cannelloni_with_meat,Lasagna or cannelloni with meat (bolognese sauce),Lasagnes ou cannelloni à la viande (bolognaise),12.202496409132998,1.5152074034999998,51.4
ingredient:lasagna_or_cannelloni_with_goat_cheese_and_spinach,Lasagna or cannelloni with goat cheese and spinach,Lasagnes ou cannelloni au fromage et aux épinards,7.652698739801001,1.2818873294999995,46.8
ingredient:lasagna_or_cannelloni_with_fish,Lasagna or cannelloni with fish,Lasagnes ou cannelloni au poisson,8.166150670429998,1.1228442355,53.6
ingredient:lasagna_or_cannelloni_with_vegetables,Lasagna or cannelloni with vegetables,Lasagnes ou cannelloni aux légumes,6.446650600808001,6.4635105395,48.0
ingredient:lasagna_or_cannelloni_with_vegetables_cooked,"Lasagna or cannelloni with vegetables, cooked","Lasagnes ou cannelloni aux légumes, cuits",6.446650600808001,6.4635105395,48.0
ingredient:stuffed_vegetables,Stuffed vegetables (excluding tomato),Légumes farcis (sauf tomate),6.786676897185,1.2768124332,44.2
ingredient:mussels_filled,"Mussels, filled (fat, parsley and garlic…)","Moules farcies (matière grasse, persillade…), crues",6.952802590753002,0.6413504335000001,57.9
ingredient:mussels_in_a_shallot_and_white_wine_broth,"Mussels, in a shallot and white wine broth",Moules marinières (oignons et vin blanc),6.952802590753002,0.6413504335000001,57.9
ingredient:moussaka,Moussaka,Moussaka,47.27650036102301,4.2585030035,72.1
ingredient:stewed_lamb_garnished_with_potatoes_and_other_vegetables,Stewed lamb garnished with potatoes and other vegetables,Navarin d'agneau aux légumes,52.72680741319401,4.7476837772,76.7
ingredient:noodles_with_shrimps_sauteedpanfried,Noodles with shrimps sautéed/pan-fried,Nouilles sautées/poêlées aux crevettes,9.76483845293,26.9106940455,71.6
ingredient:osso_buco,Osso buco,Osso buco,36.482953328753,2.9238272054999994,103.0
ingredient:paella,Paëlla,Paëlla,6.570418979253002,3.8012049415,50.1
ingredient:vegetable_rosti_prefried_frozen,"Vegetable rosti, pre-fried, frozen","Palet ou galette de légumes, préfrit, surgelé",2.304827158446999,1.5015294810000002,34.3
ingredient:vegetable_rosti_prefried_frozen_cooked,"Vegetable rosti, pre-fried, frozen, cooked","Palet ou galette de légumes, préfrit, surgelé, cuit",2.304827158446999,1.5015294810000002,34.3
ingredient:shepherds_pie_with_duck,Shepherd's pie with duck,Parmentier de canard,7.2044097118120005,0.9646415775,55.2
ingredient:shepherds_pie_with_duck_cooked,"Shepherd's pie with duck, cooked","Parmentier de canard, cuit",7.2044097118120005,0.9646415775,55.2
ingredient:bolognesestyle_pasta,"Bolognese-style pasta (spaghetti, tagliatelle…)","Pâtes à la bolognaise (spaghetti, tagliatelles…)",13.03200244971,1.8465276424,58.2
ingredient:carbonarastyle_pasta,"Carbonara-style pasta (spaghetti, tagliatelle…)","Pâtes à la carbonara (spaghetti, tagliatelles…)",7.2060414817690015,1.5143607195,48.7
ingredient:pasta_with_cheese_sauce,"Pasta with cheese sauce (spaghetti, tagliatelle…)","Pâtes en sauce aux fromages (spaghetti, tagliatelles…)",7.215026358038002,0.8545797805,41.8
ingredient:fresh_pasta_stuffed_with_vegetables_raw,"Fresh pasta, stuffed with vegetables (e.g. ravioli), raw","Pâtes fraîches farcies (ex : ravioli), aux légumes, crues",5.285723141856001,1.0642334454999998,35.0
ingredient:fresh_pasta_stuffed_with_meat_raw,"Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), raw","Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues",30.206820510511,1.7013924015,65.9
ingredient:fresh_pasta_stuffed_with_meat_cooked,"Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), cooked","Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites",30.206820510511,1.7013924015,65.9
ingredient:fresh_pasta_stuffed_with_cheese_and_vegetables_raw,"Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), raw","Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues",7.216456186038002,0.8545797805,41.8
ingredient:fresh_pasta_stuffed_with_cheese_and_vegetables_cooked,"Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), cooked","Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites",7.216456186038002,0.8545797805,41.8
ingredient:fresh_pasta_stuffed_with_vegetables_cooked,"Fresh pasta, stuffed with vegetables (e.g. ravioli), cooked","Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites",5.285723141856001,1.0642334454999998,35.0
ingredient:fresh_pasta_stuffed_with_cheese_raw,"Fresh pasta, stuffed with cheese (e.g. ravioli), raw","Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues",7.216456186038002,0.8545797805,41.8
ingredient:fresh_pasta_stuffed_with_cheese_cooked,"Fresh pasta, stuffed with cheese (e.g. ravioli), cooked","Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites",7.216456186038002,0.8545797805,41.8
ingredient:veal_olive_or_veal_paupiette,Veal olive or veal paupiette,Paupiette de veau,42.152871478368,5.982389258,129.0
ingredient:veal_paupiette_cooked_in_oven,"Veal paupiette, cooked in oven","Paupiette de veau, cuite au four",42.152871478368,5.982389258,129.0
ingredient:poultry_paupiette,Poultry paupiette,Paupiette de volaille,11.460320063002994,2.1817646265,62.7
ingredient:saltcured_pork_belly_with_lentils,Salt-cured pork belly with lentils,Petit salé ou saucisse aux lentilles,3.3190730526538994,0.8110728912999999,21.4
ingredient:piperade_basquestyle,"Piperade, Basque-style (fondue of sweet peppers and tomatoes flavoured with onions and garlics)",Piperade basquaise,3.4213761644519995,0.7395143985000001,35.8
ingredient:vegetables_panfried_or_stirfried_asianstyle_frozen_raw,"Vegetables pan-fried or stir-fried, Asian-style, frozen, raw","Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",1.866003757491,0.6426411,35.4
ingredient:vegetables_panfried_with_mushrooms_frozen,"Vegetables pan-fried with mushrooms (country-style), frozen","""Poêlée de légumes assaisonnés aux champignons (""""champêtre""""), surgelée""",1.866003757491,0.6426411,35.4
ingredient:grilled_vegetables_panfried_mediterraneanstyle_frozen_raw,"Grilled vegetables pan-fried, Mediterranean-style, frozen, raw","Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",1.865884477561,0.642242837,35.4
ingredient:vegetables_panfried_without_mushrooms_frozen_raw,"Vegetables pan-fried without mushrooms, frozen, raw","Poêlée de légumes assaisonnés sans champignon, surgelée, crue",1.866003757491,0.6426411,35.4
ingredient:prefried_potatoes_panfried_lardoons_or_chicken_and_other_without_green_vegetables,"Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables","Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts",5.180015429755001,6.2761952795,42.3
ingredient:fish_w_bordelaise_sauce,Fish w bordelaise sauce,Poisson blanc à la bordelaise,20.76382074496301,28.0136960365,138.0
ingredient:white_fish_with_florentinestyle_sauce,White fish with Florentine-style sauce (spinach sauce),Poisson blanc à la florentine (sauce aux épinards),18.697775471457,0.6306965272,128.0
ingredient:white_fish_with_shallots_mussels_and_white_wine_sauce,"White fish with shallots, mussels and white wine sauce","Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules)",20.76393859733701,28.014064845200004,138.0
ingredient:white_fish_with_parisianstyle_sauce,White fish with Parisian-style sauce (mushrooms sauce),Poisson blanc à la parisienne (sauce aux champignons),20.952807530109,7.2931987152,143.0
ingredient:white_fish_with_provencalstyle_sauce,White fish with Provencal-style sauce (tomato sauce),Poisson blanc à la provençale ou niçoise (sauce tomate),20.042400712154,1.6580959752,143.0
